image_id,heritage_id,heritage_name,file_path
5ae99c05-58e2-4181-aeb0-bb6dfa4c3dfa,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000001.jpg
4d0fc0ed-7e0a-40a0-8e78-7ac2ed4f97fb,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000002.jpg
56036725-45e1-490d-9e9a-260a10870c6b,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000003.jpg
0eb59d79-a68b-46ec-b510-c080e863b449,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000004.jpg
d6ea8eb9-cc62-4056-99b4-b58c0d6f5fe7,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000005.jpg
9d5202fa-2aa7-4b4e-8057-5b1d1bcbbde6,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000006.jpg
7a702e52-c6ce-4e62-bd10-b759b2b81985,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000007.jpg
bc922fab-e512-4774-ab76-94a8734ad53a,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000008.jpg
d24590b0-e5e7-4e04-92b9-385d79f2a5da,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000009.jpg
ef8df9cd-d6a4-4b51-b16a-77a8bec3425a,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000010.jpg
c00a0c75-9a35-4af0-971d-af58f6b9ee7c,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000011.jpg
3f09cfa9-17d8-4f73-9a30-24e172909068,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000012.jpg
72d89cc1-5970-4b72-9eb7-123d928215bb,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000013.jpg
8563368b-cf0e-4256-b6aa-86389099b37b,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000014.jpg
b3b52e82-d948-4023-a42f-4d02a615616d,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000015.jpg
9b9f43d7-eeaa-4a37-ab7d-6f45271e7ea8,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000016.jpg
6269e222-8530-4cc0-8783-c2a4cf079ba7,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000017.jpg
c88d38b5-5535-4fa1-8301-12a0f174d7b9,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000018.jpg
739ab5be-6fb8-4c5a-8f2f-ba92698a18d7,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000019.jpg
7d815c84-e0ba-47f5-b787-9ee9e331cb06,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000021.jpg
b74af521-0c45-41a5-b7a5-2c4dedff1495,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000022.jpg
9e588876-1e82-42bb-a181-d25d9bcf7173,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000023.jpg
759fb7c1-8fa9-4d5a-8889-85734e953094,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000024.jpg
04f590f8-5405-4677-b40d-ba637d46c45c,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000025.jpg
b2418ef2-8a4f-410a-9424-94b24910333c,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000026.jpg
93d21dc8-3362-4a2c-a619-198ff2aac5a1,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000027.jpg
e3c54041-2500-4667-aa7d-eeb9e7333b45,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000028.jpg
2fc24e8c-e852-424e-98dd-d5a3d82d2985,0,Bảo tàng Biệt động Sài Gòn - Gia Định,heritage_images\Bảo tàng Biệt động Sài Gòn - Gia Định\000029.jpg
